country;RAAUC;population;RegularDeaths;2020Deaths;2021Deaths;2022Deaths;EXD2020;EXD2021;EXD2022;RDBP;IDPP2020;IDPP2021;IDPP2022;EDPP2020;EDPP2021;EDPP2022;X;Y
Seychelles;12.0;106470.0;762.2;668.0;183732.0;;-94.20000000000005;182969.8;;7158.824081901005;6274.067812529351;1725669.2025922795;;-884.7562693716544;1718510.3785103783;;1731943.2704048087;
Singapore;12.0;5453600.0;20702.4;22054.0;563650.0;;1351.5999999999985;542947.6;;3796.097990318322;4043.934281942203;103353.74798298372;;247.8362916238812;99557.64999266539;;107397.68226492593;
Slovakia;52.0;5447622.0;53352.0;59127.92452830189;8980.0;;5775.92452830189;-44372.0;;9793.631055899254;10853.896347489215;1648.4256800490195;;1060.2652915899616;-8145.205375850233;;12502.322027538235;
Slovenia;52.0;2119410.0;20156.873563218393;23944.528301886792;96514.0;;3787.6547386683997;76357.1264367816;;9510.606047540774;11297.733002055662;45538.1450498016;;1787.1269545148884;36027.53900226082;;56835.87805185726;
South Africa;52.0;59392255.0;528548.6;584342.641509434;714263.0;;55794.041509434;185714.40000000002;;8899.28493201681;9838.701047963812;12026.197691938116;;939.4161159470035;3126.9127599213066;;21864.898739901928;
South Korea;52.0;51830139.0;286235.2950191571;303689.81132075476;665663.0;;17454.516301597643;379427.7049808429;;5522.564680352432;5859.328513874037;12843.16447617476;;336.76383352160497;7320.599795822328;;18702.492990048795;
Spain;52.0;47486935.0;417091.00383141765;489443.62264150946;3457902.0000000005;;72352.61881009181;3040810.9961685827;;8783.27910258722;10306.91120918858;72817.96561517395;;1523.632106601359;64034.68651258673;;83124.87682436252;
Suriname;12.0;612984.0;3696.0;3971.0;40599.0;;275.0;36903.0;;6029.521162053169;6478.146248515459;66231.74503739087;;448.6250864622894;60202.22387533769;;72709.89128590633;
Sweden;52.0;10467097.0;90680.94712643677;97773.73584905661;174540.0;;7092.788722619836;83859.05287356323;;8663.428563472447;9341.05567656979;16675.110587013765;;677.6271130973408;8011.682023541315;;26016.166263583553;
Switzerland;52.0;8691406.0;66651.84674329501;75764.98113207547;;;9113.134388780454;;;7668.707081834057;8717.229540545623;;;1048.5224587115658;;;;
Taiwan;12.0;23859912.0;171317.0;173156.0;;;1839.0;;;7180.118686104123;7257.193572214348;;;77.07488611022538;;;;
Tajikistan;12.0;9750064.0;33191.799999999996;42626.0;;;9434.200000000004;;;3404.264833543656;4371.86873850264;;;967.6039049589833;;;;
Thailand;12.0;71601103.0;480527.6;501438.0;;;20910.400000000023;;;6711.175943756062;7003.216137606149;;;292.04019385008667;;;;
Transnistria;13.0;0.0;6703.142857142857;7258.0;;;554.8571428571431;;;inf;inf;;;inf;;;;
Tunisia;12.0;12262946.0;66557.2;75058.0;;;8500.800000000003;;;5427.504940493092;6120.715201714172;;;693.2102612210804;;;;
Ukraine;12.0;43531422.0;584265.6000000001;616835.0;;;32569.399999999907;;;13421.698009313826;14169.879403434144;;;748.1813941203186;;;;
United Kingdom;52.0;67281040.0;603513.3946360154;683558.641509434;;;80045.24687341857;;;8970.036649790422;10159.751417478594;;;1189.7147676881714;;;;
United States;52.0;336997624.0;2788694.8;3375902.7924528304;;;587207.9924528305;;;8275.117096968019;10017.58633305032;;;1742.469236082301;;;;
Uruguay;12.0;3426260.0;33869.6;32638.0;;;-1231.5999999999985;;;9885.297671513546;9525.838669569735;;;-359.45900194381005;;;;
Uzbekistan;12.0;34081449.0;155406.4;175637.0;;;20230.600000000006;;;4559.853074322045;5153.448728074913;;;593.5956537528673;;;;
